,14,19,41,59,65,70,78,84,92,137,212,288,289,331,339,343,366,384,385,411,415,477,497,510,541,561,562,563,570,571,577,583,589
1182,9.9116,12.5008,2.841,4.5355,18.6383,605.1609,0.0631,0.1299,-0.0008,108.4,0.0432,0.0032,1.4201,0.0692,8.5298,4.5504,0.0045,1.2254,,2.1768,10.4172,4.1739,8.5385,70.8333,8.8345,64.0311,264.272,0.5671,531.3036,1.925,10.4446,0.0113,59.1201
408,6.6757,12.4661,3.732,18.4,27.6834,631.8009,-0.0454,0.1299,0.0021,50.8,0.0445,0.0019,2.4853,0.0246,6.3697,5.6526,0.0054,,0.0053,2.3757,4.8344,8.9202,10.9417,26.7658,14.8581,61.233,253.04,0.7853,534.7936,2.2749,11.9761,0.0101,233.2441
505,10.899,12.4849,3.194,5.65,20.0533,614.0309,-0.064,0.1406,0.0037,66.1,0.0272,0.0023,2.8382,0.0929,9.3764,7.2286,0.0052,,0.0119,2.3579,5.4098,9.0309,9.4932,33.3709,10.6698,20.7785,,,532.3055,2.0377,13.3898,0.01,474.0812
450,7.0945,12.481,3.142,-6.8627,33.9056,622.2618,-0.0455,0.1241,0.0053,92.6,0.0546,0.0057,2.6193,0.0937,10.0987,6.7736,0.0062,,0.0081,2.6604,4.0742,7.2038,17.5131,32.3316,7.96,47.843,267.994,0.5849,530.5864,2.4746,14.1572,0.0139,150.7761
611,10.2465,12.4231,3.134,-0.9127,29.3191,625.4764,-0.042,0.1403,-0.0002,49.0,0.1009999999999999,0.0047,1.6797,0.0887,9.1745,8.2668,0.003,,0.0608,2.6243,3.961,8.4692,8.7281,64.5341,9.7247,8.3522,265.682,0.8343,531.0854,2.0685,14.1723,0.0129,62.3881
182,4.4757,12.5037,5.31,27.4136,19.9389,633.6118,-0.0366,0.1358,0.0053,164.2,0.0472,0.0059,2.6096,0.0786,10.5465,10.1427,0.0051,,0.0061,2.6778,4.2411,10.0883,10.131,77.6903,8.5745,51.1223,261.144,0.6608,536.0336,2.2646,16.1636,0.0203,264.7525
429,10.9552,12.5227,3.029,7.7727,15.6295,631.3245,-0.0684,0.1388,0.0024,131.3,0.0435,0.0043,3.2827,0.0774,11.5082,5.5111,0.0112,,0.0055,4.0927,2.4696,9.7235,5.6341,73.0964,10.7389,42.2357,265.6,0.8677,532.9282,2.4995,7.2419,0.0139999999999999,109.5996
301,9.0687,12.4496,3.732,22.3736,25.0342,604.8227,-0.0475,0.1254,0.0003,141.7,0.0235,0.0023,3.0923,0.0969,9.3623,7.335,0.0038,,0.0172,2.4482,6.4903,9.6886,9.3591,69.9259,7.7103,11.6755,246.952,0.6409,532.4264,2.3599,10.3822,0.0147,70.5588
385,9.8032,12.5216,37.88,-5.3355,32.4414,633.6645,-0.0759,0.1254,0.0093,158.3,0.0449,0.0135,2.5696,0.0254,6.9179,6.7833,0.0219,,0.0124,2.1713,3.9238,5.6449,7.1143,74.3935,11.6625,34.8875,267.316,1.0607,533.16,2.2493,17.7998,0.0096,127.2483
1222,9.689,12.4018,2.809,-1.9727,29.0827,622.2382,0.0165,0.1315,0.0035,,0.0482,0.0046,2.0325,0.1,10.0483,7.0554,0.0075,1.3411,,2.5167,10.5617,2.7865,18.3025,53.3333,12.0932,31.7663,264.272,0.5671,528.5973,2.22,12.8307,0.0133,54.1279
880,11.0536,12.5106,3.014,-3.9045,30.2138,608.2927,0.0265,0.1305,-0.0006,189.2,0.0789,0.0018,2.6857,0.0733,7.5203,6.3881,0.0051,1.0124,0.0103,2.7713,4.7232,5.3634,24.1966,27.3504,12.6615,35.1677,251.154,0.8186,535.1345,2.1394,15.2286,0.0139,65.0365
352,8.3645,12.5106,3.417,6.3364,20.4431,610.8955,-0.0729,0.1311,0.001,187.4,0.0301,0.006,3.0811,0.0969999999999999,10.6319,6.2641,0.0042,,,2.2097,7.9645,4.6662,4.388999999999999,22.6415,9.4225,14.6028,268.01,0.5397,534.4473,2.4356,7.612,0.0157,114.1967
1217,10.8924,12.5294,2.7430000000000003,-6.3845,35.0053,622.5564,0.0057,0.1282,-0.0009,79.9,0.0335,0.0019,2.1011,0.1037,10.4922,6.4813,0.0036,0.7888,0.0095,2.5422,4.3818,5.1659,11.3979,66.6667,11.967,55.8949,264.272,0.5671,528.5973,2.22,12.8307,0.0325,15.3444
1328,6.0388,12.5276,3.093,-2.5418,30.2949,622.4209,0.1184,0.1289,-0.0002,139.7,0.0107,0.0018,1.9822,0.1124,8.2926,5.7785,0.0033,1.0052,,2.4605,8.4689,4.6392,14.2967,107.5171,9.662,23.81,264.272,0.5671,534.16,1.109,61.8956,0.0144,91.4264
1553,10.4652,12.4192,2.338,2.8009,21.0159,618.2018,,0.1369999999999999,0.0014,63.2,,0.0029,3.0811,0.0818,7.1712,3.7752,0.0058,0.7169,,3.176,4.0206,4.0832,15.8502,37.4312,5.3813,59.5232,256.698,0.7018,532.2627,2.1154,22.006,0.0126,134.3983
1199,11.7415,12.5224,2.841,3.4318,21.7987,629.2973,0.0799,0.1356,0.0013,75.1,0.0445,0.0039,3.1736,0.0362,9.025,6.3599,0.0031,0.8272,0.008,2.327,10.515,5.2435,11.5691,47.0588,14.1912,13.2956,275.244,0.5556,531.4591,1.9611,12.6151,0.0134,130.0095
1134,10.1394,12.4059,2.541,-0.5745,25.6486,618.0409,0.0074,0.1334,-0.0008,116.3,0.0777,0.0032,2.5565,0.0939,10.136,7.4358,0.0036,1.3918,,2.3513,4.7233,2.6894,13.443,45.3998,11.7663,13.9153,277.598,0.5762,530.2418,2.4302,8.1974,0.0184,31.6209
1135,7.2109,12.4002,3.156,-9.4318,35.4979,617.6055,0.021,0.1351,-0.0011,105.3,0.0937,0.0031,1.1574,0.0832,8.1183,5.7981,0.0033,,,3.2853,5.7376,5.5267,10.8846,37.149,11.8085,49.5678,278.598,0.6913,528.7673,1.9809,11.28,0.0108,108.9031
786,2.9405,12.4982,3.287,1.6309,23.7598,604.4609,-0.0083,0.1328,-0.0018,74.3,0.0501,0.0022,2.813,0.0662,7.3419,3.3531,0.0028,,,2.3521,4.8455,6.4754,6.2694,41.8919,10.9625,64.7578,264.272,0.5671,534.15,2.3534,15.3241,0.0125,21.0599
65,9.973,12.4659,4.063,18.8309,29.5773,608.1364,-0.0594,0.1307,0.0025,130.6,0.0348,0.0025,1.2878,0.0819999999999999,6.9519,4.1456,0.0043,,0.005,2.5605,8.2066,3.4336,11.4414,54.5809,8.3726,15.8112,263.976,0.7316,533.86,2.3365,18.4846,0.0093,33.4515
156,2.9634,12.4371,3.958,0.2309,28.0695,614.0618,-0.0292,0.1255,0.0004,150.9,0.0712,0.0037,2.3804,0.077,6.3553,4.2536,0.0048,,,2.897,6.3371,5.9349,10.6828,65.1163,6.3787,44.248000000000005,263.664,0.6889,534.5873,2.1965,15.382,0.0136,131.2543
994,8.2638,12.390999999999998,3.3960000000000004,-2.9182,29.4088,618.42,0.0604,0.1403,0.0003,230.3,0.0689,0.005,2.9789,0.1017,9.4581,6.2094,0.0046,1.3412,,2.1981,4.3855,5.7046,8.8061,44.5993,7.9272,16.7211,266.93,0.6029,504.9173,2.2656,96.9601,0.0128,102.5241
1166,6.7308,12.4845,2.932,-1.9382,32.4807,614.3709,0.0216,0.1291,-0.0006,122.2,0.025,0.0041,3.0973,0.034,5.8878,5.3957,0.0049,,0.006,2.7664,12.273,4.8264,16.5799,37.0291,9.3047,13.7863,264.272,0.5671,529.5182,2.113,14.5194,0.0153,77.2047
913,7.9153,12.5449,2.6660000000000004,0.79,29.7545,612.8636,0.0548,0.1404,0.0015,114.6,0.1401,0.0015,3.3132,0.0875,9.2673,4.9681,0.0057,,0.0158,2.5761,6.4184,4.9118,7.2078,17.0758,11.1223,10.8507,250.226,0.7958,532.8227,2.3242,10.5023,0.0117,90.4575
714,13.3456,12.5545,0.5441,-0.3918,28.9557,611.4536,-0.0458,0.1385,-0.0004,182.0,0.0419,0.0046,3.2509,0.085,8.9168,5.165,0.0042,,0.0059,2.54,5.6007,5.6919,7.8653,26.5089,12.0608,44.8745,263.398,0.9534,535.5664,1.9829,8.5456,0.0109,291.80400000000003
1265,9.9245,12.5276,4.194,-2.1009,26.8251,620.5782,0.1061,0.1423,0.0022,104.3,0.0345,0.0023,3.3283,0.0869,11.1563,7.2071,0.0031,0.6292,,2.5167,10.5617,4.1239,7.3886,77.0138,8.9223,31.7663,256.472,0.6082,531.2836,1.8915,17.1775,0.0166,286.1303
741,10.9317,12.4614,3.142,-0.3236,24.2157,614.98,-0.0352,0.1337,-0.0003,136.2,0.0712,0.0031,1.891,0.0658,7.662000000000001,4.713,0.0042,,,2.6438,6.8751,3.596,8.3041,33.9703,15.4205,48.9498,263.058,0.7592,530.8573,2.2566,12.3942,0.0116,59.9813
223,12.3751,12.6063,2.939,27.3,19.1593,631.5845,-0.061,0.1389,0.0005,148.2,0.026,0.005,1.7456,0.0946,10.634,5.8205,0.0047,,0.0124,2.7585,6.5868,8.8334,14.5641,111.3924,7.4873,9.3697,,,529.2827,2.2933,23.7218,0.0133,21.6559
336,9.2258,12.46,2.287,5.8091,38.9877,582.4818,-0.0001,0.1363,0.0021,197.3,0.0093,0.0077,2.8022,0.0942,9.6871,7.0388,0.0052,,0.0051,2.4482,6.4903,4.3589,10.4456,48.6957,6.1986,15.0943,269.268,0.7756,533.8264,2.3352,13.3646,0.0169,53.746
703,10.3773,12.3865,2.607,4.1782,22.3865,612.6255,-0.0289,0.1252,-0.0009,99.9,0.0643,0.0035,2.3738,0.1036,8.6361,6.0454,0.0035,,0.0052,2.3419,3.2782,8.6204,12.8935,59.0164,14.118,9.3697,267.588,0.7935,538.0,2.003,11.6871,0.0132,217.1506
537,6.2743,12.4998,3.08,2.1045,22.9633,630.2764,-0.0954,0.1307,0.0031,58.9,0.0668,0.0029,3.7549,0.0775,11.0029,8.2615,0.0045,,0.015,2.7893,4.8805,10.5022,14.9656,44.6247,10.3597,11.7421,,,586.9145,2.1612,37.5154,0.0154,0.0
726,12.6703,12.4859,2.833,-1.4191,31.164,613.8673,-0.0223,0.1313,-0.0006,61.1,0.0327,0.0025,2.0076,0.0272,4.6781,2.7805,0.0033,,0.0047,2.7544,5.5174,8.0345,5.67,36.8715,10.3197,19.2616,264.272,0.5671,533.9782,2.3449,12.566,0.0118,85.1551
1506,10.6616,12.5914,3.074,-2.9818,28.4637,613.5445,0.0276,0.1341,-0.0013,102.7,0.0508,0.0017,1.1321,0.1104,10.4614,6.1629,0.005,1.3365,,0.9828,10.0036,4.622,10.4182,18.8139,11.0135,38.5903,264.272,0.5671,536.4482,1.4106,8.2645,0.0136,82.0875
660,10.5026,12.5451,3.483,-0.2282,28.6915,616.3455,-0.017,0.131,-0.0003,66.8,0.039,0.0031,2.4984,0.0856,10.726,9.2732,0.004,,0.0056,3.3867,8.0366,11.8879,6.475,59.2255,10.5371,17.5662,256.45,0.7429,536.5882,2.0221,10.4125,0.0104,80.4663
644,8.8626,12.3865,2.483,0.0855,29.085,622.13,-0.0631,0.132,0.0008,228.2,0.0389,0.0034,2.2866,0.0283,5.4731,4.4213,0.0028,,,2.4606,6.1924,7.3841,9.7454,77.6014,9.9265,43.8076,266.738,0.6497,537.1036,1.9971,17.0534,0.0139,50.065
1517,9.5642,12.6088,2.705,-2.0164,30.4711,628.86,-0.0093,0.1448,-0.003,84.2,0.0445,0.0017,2.3234,0.0324,5.72,2.6205,0.0049,,0.0053,1.4864,11.6601,7.1862,7.8401,49.0296,6.401,48.2835,264.272,0.5671,536.9836,1.8675,11.8876,0.0177,52.1827
302,10.1117,12.4337,3.197,24.4791,21.5763,598.3609,-0.0457,0.1375,-0.0006,191.2,0.0248,0.0055,3.0817,0.0942,10.0234,5.4279,0.0029,,0.0082,2.5324,6.5995,7.7394,14.8233,71.7428,7.7103,21.2957,264.654,0.6307,331.9618,2.3704,26.5023,0.015,58.0827
32,11.6646,12.4222,3.86,-3.3864,30.6289,612.82,-0.0037,0.127,0.0033,52.1,0.0351,0.004,2.589,0.0759,8.2589,5.2296,0.0037,,,3.345,6.4522,5.3197,13.574000000000002,67.6218,7.0376,18.1087,259.79200000000003,0.7412,536.5709,2.1983,11.550999999999998,0.0113,197.9951
1197,7.4262,12.4804,,-1.3127,29.3734,624.7109,0.0112,0.1403,-0.004,127.1,0.0644,0.0023,2.134,0.0353,6.5048,4.8519,0.0046,0.6422,0.0045,2.1237,6.5101,4.3131,9.6466,30.3233,9.8339,33.9139,249.998,0.8941,530.5109,1.9739,16.0625,0.0105,47.069
1073,10.435,12.4002,3.071,-2.8727,24.4002,618.2909,0.0032,0.1337,-0.0007,69.9,0.0526,0.0049,2.9723,0.0832,8.6074,5.6079,0.0033,1.5315,,3.0725,6.0829,3.7156,16.2331,44.0889,9.2743,14.3464,264.272,0.5671,528.7673,1.9809,11.28,0.0168,57.7824
856,6.7606,12.4673,3.552,-0.07,25.2503,612.6745,0.0143,0.131,0.0052,90.3,0.1093,0.0054,2.5456,0.0929,8.8919,6.1478,0.0253,,0.0054,2.2835,5.5272,7.7911,10.982,13.6674,11.0853,20.7785,264.652,0.5906,531.6791,2.0502,22.6363,0.0178,53.8577
1468,7.2586,12.6308,1.912,1.2518,24.1495,622.0773,-0.0063,0.1239,0.0001,117.9,0.039,0.0037,1.9226,0.0819,9.0238,5.7574,0.0048,1.5805,,2.5418,5.4153,4.0841,7.8245,50.7795,7.42,30.0409,264.272,0.5671,532.5155,2.3188,18.3819,0.0133,185.3578
1302,9.9062,12.4992,3.59,1.1655,25.5696,615.6564,-0.0005,0.1289,-0.002,139.1,0.0311,0.0041,3.1631,0.1061,10.2529,7.3451,0.0051,1.2917,,2.4605,8.4689,3.6022,15.8237,41.0256,7.5579,57.6265,272.014,0.6434,530.3364,2.027,14.5257,0.0118,68.1642
98,14.0894,12.4882,3.576,24.4727,19.7605,617.4573,-0.0891,0.1315,-0.0007,187.1,0.0353,0.0047,1.8917,0.0529,3.3387,2.7144,0.0074,,0.0184,2.9815,8.5786,4.8236,12.4167,100.7557,11.2407,11.7468,,,529.06,2.3468,12.3938,0.011,192.2985
12,8.4828,12.4186,1.279,22.6227,25.5177,627.5409,-0.0381,0.1323,-0.0001,71.9,0.0375,0.0061,4.1529,0.0243,6.9396,5.4477,0.0061,,0.0059,2.419,5.6319,4.5258,19.5406,94.8247,7.5762,62.7572,,,530.18,1.969,6.5577,0.0153,52.2039
629,9.2649,12.5218,2.013,-5.0027,30.9658,624.5591,-0.0385,0.1439,-0.0004,75.9,0.0378,0.0027,2.2794,0.0688,8.674,6.5962,0.0062,,0.0084,1.896,7.0392,2.5089,9.0412,53.406000000000006,11.3553,34.2197,,,531.2355,2.0715,15.2948,0.009,108.6076
171,4.9655,12.5506,5.31,22.7927,24.8429,615.2791,-0.0807,0.1299,0.0019,155.4,0.0422,0.002,1.2942,0.0529,2.3959,3.9256,0.0037,,0.0195,3.5105,6.6222,8.4149,11.8625,147.4201,8.5745,22.6253,,,536.1964,2.0946,14.6582,0.0454,213.7714
1547,8.8905,12.6088,1.4269999999999998,1.5645,24.9562,623.2209,,0.1341,-0.0044,73.4,,0.0032,3.6982,0.1104,10.6853,5.9271,0.0042,1.4479,,1.2873,12.0493,6.6138,,30.0107,8.8823,24.6378,264.272,0.5671,532.1618,2.1401,21.7713,0.016,36.2975
337,11.7913,12.4722,2.906,2.0664,23.7087,610.8109,-0.0291,0.1287,0.0089,96.3,0.0354,0.0023,3.3271,0.0938,9.7723,5.8888,0.0046,,0.0061,2.3757,4.8344,7.1405,5.937,41.3605,12.6257,34.8875,,,535.4818,2.4326,11.1997,0.0188,127.7463
366,8.1941,12.4273,3.0210000000000004,6.3436,19.3697,619.1936,-0.0074,0.1364,0.0028,119.0,0.0329,0.0019,2.8048,0.0765,9.5899,6.1006,0.0034,,,2.2097,7.9645,3.7264,28.5344,54.6154,6.7884,53.0444,248.644,0.6447,534.96,1.8846,9.3484,0.0148,388.9648
1156,10.5868,12.5651,2.955,3.6536,24.5324,623.5636,0.0073,0.1242,0.0021,58.6,0.0406,0.0017,1.9549,0.0345,6.9058,5.4746,0.0053,1.1565,0.009,2.914,4.966,7.3859,12.759,36.8664,8.9021,64.0311,254.532,0.5962,531.0418,2.0433,17.6298,0.0146,51.0695
996,8.4954,12.5237,2.617,-3.0882,30.6344,614.7945,0.0268,0.1354,-0.0105,38.9,0.0481,0.002,3.7692,0.0713,10.2873,5.0554,0.0037,,,1.8436,5.6224,6.6096,13.623,50.7463,7.9272,11.6455,264.272,0.5671,531.8455,2.2544,13.283,0.0174,102.5241
825,11.2744,12.4969,3.075,4.5918,22.2081,601.0855,0.0104,0.1448,0.0025,78.7,0.0897,0.0041,3.5235,0.0622,7.6828,5.2896,0.0038,,,2.0235,6.6674,3.8241,9.3191,73.4247,9.5742,12.0588,264.952,0.6321,535.0509,1.6984,16.6894,0.0131,78.1199
