14,19,41,59,65,70,78,84,92,137,212,288,289,331,339,343,366,384,385,411,415,477,497,510,541,561,562,563,570,571,577,583,589
9.9116,12.5008,2.841,4.5355,18.6383,605.1609,0.0631,0.1299,-0.0008,108.4,0.0432,0.0032,1.4201,0.0692,8.5298,4.5504,0.0045,1.2254,0.0069999999999999,2.1768,10.4172,4.1739,8.5385,70.8333,8.8345,64.0311,264.272,0.5671,531.3036,1.925,10.4446,0.0113,59.1201
6.6757,12.4661,3.732,18.4,27.6834,631.8009,-0.0454,0.1299,0.0021,50.8,0.0445,0.0019,2.4853,0.0246,6.3697,5.6526,0.0054,1.1159,0.0053,2.3757,4.8344,8.9202,10.9417,26.7658,14.8581,61.233,253.04,0.7853,534.7936,2.2749,11.9761,0.0101,233.2441
10.899,12.4849,3.194,5.65,20.0533,614.0309,-0.064,0.1406,0.0037,66.1,0.0272,0.0023,2.8382,0.0929,9.3764,7.2286,0.0052,1.1159,0.0119,2.3579,5.4098,9.0309,9.4932,33.3709,10.6698,20.7785,264.272,0.6484,532.3055,2.0377,13.3898,0.01,474.0812
7.0945,12.481,3.142,-6.8627,33.9056,622.2618,-0.0455,0.1241,0.0053,92.6,0.0546,0.0057,2.6193,0.0937,10.0987,6.7736,0.0062,1.1159,0.0081,2.6604,4.0742,7.2038,17.5131,32.3316,7.96,47.843,267.994,0.5849,530.5864,2.4746,14.1572,0.0139,150.7761
10.2465,12.4231,3.134,-0.9127,29.3191,625.4764,-0.042,0.1403,-0.0002,49.0,0.1009999999999999,0.0047,1.6797,0.0887,9.1745,8.2668,0.003,1.1159,0.0608,2.6243,3.961,8.4692,8.7281,64.5341,9.7247,8.3522,265.682,0.8343,531.0854,2.0685,14.1723,0.0129,62.3881
4.4757,12.5037,5.31,27.4136,19.9389,633.6118,-0.0366,0.1358,0.0053,164.2,0.0472,0.0059,2.6096,0.0786,10.5465,10.1427,0.0051,1.1159,0.0061,2.6778,4.2411,10.0883,10.131,77.6903,8.5745,51.1223,261.144,0.6608,536.0336,2.2646,16.1636,0.0203,264.7525
10.9552,12.5227,3.029,7.7727,15.6295,631.3245,-0.0684,0.1388,0.0024,131.3,0.0435,0.0043,3.2827,0.0774,11.5082,5.5111,0.0112,1.1159,0.0055,4.0927,2.4696,9.7235,5.6341,73.0964,10.7389,42.2357,265.6,0.8677,532.9282,2.4995,7.2419,0.0139999999999999,109.5996
9.0687,12.4496,3.732,22.3736,25.0342,604.8227,-0.0475,0.1254,0.0003,141.7,0.0235,0.0023,3.0923,0.0969,9.3623,7.335,0.0038,1.1159,0.0172,2.4482,6.4903,9.6886,9.3591,69.9259,7.7103,11.6755,246.952,0.6409,532.4264,2.3599,10.3822,0.0147,70.5588
9.8032,12.5216,37.88,-5.3355,32.4414,633.6645,-0.0759,0.1254,0.0093,158.3,0.0449,0.0135,2.5696,0.0254,6.9179,6.7833,0.0219,1.1159,0.0124,2.1713,3.9238,5.6449,7.1143,74.3935,11.6625,34.8875,267.316,1.0607,533.16,2.2493,17.7998,0.0096,127.2483
9.689,12.4018,2.809,-1.9727,29.0827,622.2382,0.0165,0.1315,0.0035,116.9,0.0482,0.0046,2.0325,0.1,10.0483,7.0554,0.0075,1.3411,0.0069999999999999,2.5167,10.5617,2.7865,18.3025,53.3333,12.0932,31.7663,264.272,0.5671,528.5973,2.22,12.8307,0.0133,54.1279
11.0536,12.5106,3.014,-3.9045,30.2138,608.2927,0.0265,0.1305,-0.0006,189.2,0.0789,0.0018,2.6857,0.0733,7.5203,6.3881,0.0051,1.0124,0.0103,2.7713,4.7232,5.3634,24.1966,27.3504,12.6615,35.1677,251.154,0.8186,535.1345,2.1394,15.2286,0.0139,65.0365
8.3645,12.5106,3.417,6.3364,20.4431,610.8955,-0.0729,0.1311,0.001,187.4,0.0301,0.006,3.0811,0.0969999999999999,10.6319,6.2641,0.0042,1.1159,0.0069999999999999,2.2097,7.9645,4.6662,4.388999999999999,22.6415,9.4225,14.6028,268.01,0.5397,534.4473,2.4356,7.612,0.0157,114.1967
10.8924,12.5294,2.7430000000000003,-6.3845,35.0053,622.5564,0.0057,0.1282,-0.0009,79.9,0.0335,0.0019,2.1011,0.1037,10.4922,6.4813,0.0036,0.7888,0.0095,2.5422,4.3818,5.1659,11.3979,66.6667,11.967,55.8949,264.272,0.5671,528.5973,2.22,12.8307,0.0325,15.3444
6.0388,12.5276,3.093,-2.5418,30.2949,622.4209,0.1184,0.1289,-0.0002,139.7,0.0107,0.0018,1.9822,0.1124,8.2926,5.7785,0.0033,1.0052,0.0069999999999999,2.4605,8.4689,4.6392,14.2967,107.5171,9.662,23.81,264.272,0.5671,534.16,1.109,61.8956,0.0144,91.4264
10.4652,12.4192,2.338,2.8009,21.0159,618.2018,-0.0125,0.1369999999999999,0.0014,63.2,0.0413,0.0029,3.0811,0.0818,7.1712,3.7752,0.0058,0.7169,0.0069999999999999,3.176,4.0206,4.0832,15.8502,37.4312,5.3813,59.5232,256.698,0.7018,532.2627,2.1154,22.006,0.0126,134.3983
11.7415,12.5224,2.841,3.4318,21.7987,629.2973,0.0799,0.1356,0.0013,75.1,0.0445,0.0039,3.1736,0.0362,9.025,6.3599,0.0031,0.8272,0.008,2.327,10.515,5.2435,11.5691,47.0588,14.1912,13.2956,275.244,0.5556,531.4591,1.9611,12.6151,0.0134,130.0095
10.1394,12.4059,2.541,-0.5745,25.6486,618.0409,0.0074,0.1334,-0.0008,116.3,0.0777,0.0032,2.5565,0.0939,10.136,7.4358,0.0036,1.3918,0.0069999999999999,2.3513,4.7233,2.6894,13.443,45.3998,11.7663,13.9153,277.598,0.5762,530.2418,2.4302,8.1974,0.0184,31.6209
7.2109,12.4002,3.156,-9.4318,35.4979,617.6055,0.021,0.1351,-0.0011,105.3,0.0937,0.0031,1.1574,0.0832,8.1183,5.7981,0.0033,1.1159,0.0069999999999999,3.2853,5.7376,5.5267,10.8846,37.149,11.8085,49.5678,278.598,0.6913,528.7673,1.9809,11.28,0.0108,108.9031
2.9405,12.4982,3.287,1.6309,23.7598,604.4609,-0.0083,0.1328,-0.0018,74.3,0.0501,0.0022,2.813,0.0662,7.3419,3.3531,0.0028,1.1159,0.0069999999999999,2.3521,4.8455,6.4754,6.2694,41.8919,10.9625,64.7578,264.272,0.5671,534.15,2.3534,15.3241,0.0125,21.0599
